Unnamed: 0,track_id,Artist,Album,Track,Popularity,duration_ms,explicit,Danceability,Energy,key,Loudness,mode,speechiness,Acousticness,instrumentalness,liveness,Valence,BPM,time_signature,Genre,Year
20642,3Qb13vRv3zludproxlfl4U,Ava Max,Happy Commute,OMG What's Happening,0,179831,False,0.698,0.854,9,-3.84,0,0.0451,0.101,0.0,0.107,0.931,124.042,4,dance,2024
20643,7Mt8GIDf1p88EbPQ8avfsY,Ava Max,La Fine dell'Estate,Sweet but Psycho,1,187436,False,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4,dance,2024
20644,3Bo6gBBplVAl6knwfKu8jy,Ava Max;KOLIDESCOPES,Am I Ready - Pop Night Out,Who's Laughing Now - KOLIDESCOPES Remix,0,200405,False,0.726,0.823,7,-6.872,1,0.302,0.105,0.00822,0.0571,0.372,119.984,4,dance,2024
20645,7lnXTJJlkRyYH5z9MG5n6g,Ava Max,Comme un lundi,Sweet but Psycho,2,187436,False,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4,dance,2024
20646,7Isu2E0wfZ7b1dzO44Ilu8,Ava Max,Give You Love - Cozy Hits,Who's Laughing Now,1,180348,False,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,4,dance,2024
20647,0WjWcbAurU0tbno6F6X1DE,Ava Max;Until Dawn,Dance Dance Dance,Kings & Queens - Until Dawn Remix,0,195121,False,0.614,0.894,1,-5.627,0,0.0328,0.00014,0.000308,0.263,0.444,122.951,4,dance,2024
20648,3vk4HwTyDtgElya7CK0f3y,Ava Max;James Carter,EDM Hits,Kings & Queens - James Carter Remix,0,136190,False,0.718,0.866,1,-5.55,0,0.0403,0.0048,5.64e-05,0.226,0.646,126.001,4,dance,2024
20649,7BkGPqc6eufUYOuAaPyiPh,Black Eyed Peas,De ese gran pop de los 00's,I Gotta Feeling,0,289493,False,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,4,dance,2024
20650,1i36kkhmhBxf4lYJscg5zK,Bazzi,COSMIC,Fantasy,75,148229,True,0.699,0.668,5,-4.272,0,0.0336,0.154,3.2e-06,0.362,0.314,144.105,4,dance,2024
20651,46ydq5g3k17iLJs3qMDvO6,Astrid S,Astrid S,Hurts So Good,69,208728,False,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,4,dance,2024
20652,6ic8OlLUNEATToEFU3xmaH,Britney Spears,Blackout,Gimme More,79,251240,False,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4,dance,2024
20653,71R6zJsrF3ffc3TBFHfivX,Mohombi,MoveMeant (International),Bumpy Ride,72,224720,False,0.706,0.842,0,-4.628,0,0.038,0.0476,0.0,0.134,0.818,104.958,4,dance,2024
20654,0QBzMgT7NIeoCYy3sJCof1,Camila Cabello;Ed Sheeran,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),87,206070,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,dance,2024
20655,0RwQG3x5q1HE0CDetUuYFk,Wiz Khalifa;PARTYNEXTDOOR,Midnight Music,Late Night Messages,1,282740,True,0.79,0.616,10,-7.397,0,0.0983,0.0865,2.34e-05,0.22,0.312,92.967,4,dance,2024
20656,5jGbxKNLOEWZoOmVpcYbJO,Wiz Khalifa,Hip Hop Vibes,Memory Lane,0,166773,True,0.789,0.71,4,-4.574,0,0.353,0.37,0.0,0.155,0.826,95.178,4,dance,2024
20657,6I2tOKBqqIUhxEVKnolGjx,Wiz Khalifa,Hip Hop & R'n'B,Memory Lane,0,166773,True,0.789,0.71,4,-4.574,0,0.353,0.37,0.0,0.155,0.826,95.178,4,dance,2024
20658,3n2lUfmtaYuqMSR8tDo8F0,Wiz Khalifa,Contemporary Hip Hop,Memory Lane,0,166773,True,0.789,0.71,4,-4.574,0,0.353,0.37,0.0,0.155,0.826,95.178,4,dance,2024
20659,0tPyKRyhswSCMlOfKbR4Au,Wiz Khalifa;Ty Dolla $ign,Walk in the Park Rap,Something New,0,200773,True,0.816,0.637,7,-6.602,0,0.0784,0.0918,0.0,0.0892,0.783,87.584,4,dance,2024
20660,7ywkgsA1ESYARdGqqbundd,Wiz Khalifa;PARTYNEXTDOOR,Walk in the Park Rap,Late Night Messages,0,282740,True,0.79,0.616,10,-7.397,0,0.0983,0.0865,2.34e-05,0.22,0.312,92.967,4,dance,2024
20661,7JQJH07Mo4UQDBBVR2cKNh,Wiz Khalifa;Girl Talk,Hits Hits Hits,Big Daddy Wiz,0,131039,True,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,dance,2024
20662,5QNFpjUpjZ2X9YgzIdDDhy,Wiz Khalifa;Swae Lee,Hip Hop Slow Jamz,Hopeless Romantic,0,226742,True,0.877,0.477,9,-7.379,0,0.0589,0.307,0.0,0.0929,0.552,127.026,4,dance,2024
20663,01xqHIwd7hQLROgelUQ6w2,Wiz Khalifa;Girl Talk,Pushin P - Top Rap,Big Daddy Wiz,0,131039,True,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,dance,2024
20664,4lGSIRb6BlkjdudJ7T41Ai,Wiz Khalifa;Lil Skies,Rap Party,Fr Fr,0,195590,False,0.914,0.497,1,-7.488,0,0.202,0.114,2.9e-05,0.282,0.324,140.003,4,dance,2024
20665,0Rz7S7DSsiROEWR2mH5DwI,Wiz Khalifa;PARTYNEXTDOOR,Music for Rainy Days,Rain,0,153123,False,0.401,0.406,8,-7.647,1,0.0381,0.0327,0.0,0.296,0.102,187.399,4,dance,2024
20666,4dgZYStQEE9h1SbMS4B2MY,Megan Thee Stallion;Future,Ghetto Superstar - New Rap Classics,Pressurelicious,1,173061,True,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,4,dance,2024
20667,4YU2HODpoaTGigDJYCv5xM,Wiz Khalifa;Girl Talk,Tic Tac - Just Rap,Big Daddy Wiz,0,131039,True,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,dance,2024
20668,2xJCMIJfcNYDc5iR0sAm2O,Dua Lipa,Dua Lipa (Complete Edition),New Rules,60,209320,False,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,dance,2024
20669,2puCdLnS6sKRdbEabw4bjP,Wiz Khalifa,Ghetto Superstar - New Rap Classics,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,dance,2024
20670,5ahT6m90wUC9gnnwvEz30d,Megan Thee Stallion;Future,Hits à suivre 2022,Pressurelicious,1,173061,True,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,4,dance,2024
20671,4DW67oWO4QPhVQ6TFIr8ES,Megan Thee Stallion;Future,It's You - Fresh Hits,Pressurelicious,1,173061,True,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,4,dance,2024
20672,1a9WnAnDIb1Pbx3PND5k7d,Megan Thee Stallion;Future,Hits Hits Hits,Pressurelicious,0,173061,False,0.843,0.709,11,-5.165,1,0.251,0.0103,0.0,0.106,0.655,146.951,4,dance,2024
20673,34qxi6dCXAb90enc88oYfY,Wiz Khalifa;PARTYNEXTDOOR,Pop Station,Rain,0,153123,True,0.636,0.435,8,-7.577,1,0.0292,0.0613,0.0,0.289,0.0831,94.025,4,dance,2024
20674,69BO1hNbEZ62hZcq5qGs8Q,Megan Thee Stallion;Lucky Daye,Good Enough - Easy Pop,Star,0,210160,False,0.797,0.682,1,-4.967,1,0.0595,0.0207,0.0003,0.106,0.277,96.057,4,dance,2024
20675,0pp7ZaS8BM0t3iB3DzioJ0,Wiz Khalifa,Walk - Fresh Rap Flow,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,dance,2024
20676,2NEhxLuoy6tKtLhm7D6Sp0,Wiz Khalifa,Energy Hip Hop,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,dance,2024
20677,4ZSFKEQMre7LJUkUEW28oA,Wiz Khalifa,Sailor on the Moon - Hot New Rap,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,dance,2024
20678,6fCuXxMlr6Wz0MzQgtQLgd,Wiz Khalifa,Hiphopowe nowości,Bad Ass Bitches,0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,dance,2024
20679,5jyPgh9K0YlyhlVGQzFsbO,Robin Schulz;David Guetta,House Anthems,On Repeat,5,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20680,09IG8bQXzDrYbRbYvizze1,Megan Thee Stallion;Future,Pushin P - Top Rap,Pressurelicious,2,173061,True,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,4,dance,2024
20681,6Rnmu3xQeJMVc6OvACEBES,Wiz Khalifa,Summer Music Festival Hits,Iced Out Necklace,0,155760,True,0.898,0.744,2,-4.524,1,0.0931,0.000253,0.0,0.268,0.299,147.991,4,dance,2024
20682,7j3pomrNfXTUtjjdLwlIHh,Megan Thee Stallion;Future,Tic Tac - Just Rap,Pressurelicious,0,173061,True,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,4,dance,2024
20683,6el8cnFNWeNhDTWeWszXBk,Megan Thee Stallion;Lucky Daye,The Look - R&B Feels,Star,0,210160,True,0.795,0.694,1,-5.053,1,0.0595,0.0183,0.000186,0.115,0.327,96.046,4,dance,2024
20684,0XDo1WmF8c70NuTZcMP2FH,Robin Schulz;David Guetta,WORKOUT MOTIVATION,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20685,30N3ooKWHxzKVb5VHrS5mH,Megan Thee Stallion;Future,Energy Hip Hop,Pressurelicious,0,173061,True,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,4,dance,2024
20686,07W9dCuWP8v9Ic5pbCcR8s,Megan Thee Stallion;Future,Walk - Fresh Rap Flow,Pressurelicious,0,173061,True,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,4,dance,2024
20687,2gJPuDwF9bnEZb0F5r5AYE,Megan Thee Stallion;Future,Sailor on the Moon - Hot New Rap,Pressurelicious,0,173061,True,0.845,0.723,11,-5.18,1,0.263,0.0112,0.0,0.107,0.667,146.972,4,dance,2024
20688,61tnfFfea71XruDZadOUmu,Wiz Khalifa,Rap Ice,Still Wiz,0,170987,False,0.833,0.664,4,-5.358,0,0.135,0.0537,0.0,0.0637,0.334,90.052,4,dance,2024
20689,4lftmZjJPhQ9fR67DFiO8n,Robin Schulz;Francesco Yates,Comme un lundi,Sugar,3,219043,False,0.635,0.813,5,-5.098,0,0.0578,0.0187,0.0,0.163,0.641,123.065,4,dance,2024
20690,7py6vU2H9mlNd14m4g89gy,Robin Schulz;Tom Walker,Hits à suivre 2022,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance,2024
20691,3YBI2buUJJOgjtPB14dO7v,Robin Schulz;Tom Walker,Hit After Hit,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance,2024
20692,3w7JADbLdKE1Qta6aH0SC6,Wiz Khalifa;Snoop Dogg,R'n'B Studying,Penthouse,0,200437,True,0.878,0.723,10,-6.66,0,0.0599,0.145,0.0,0.708,0.534,119.04,4,dance,2024
20693,5fvESB5vBG8Rs3bYkNrbQX,Robin Schulz;Tom Walker,Back to School!,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance,2024
20694,3rX3R3OoyikoECxdgQ9tnL,Robin Schulz;Tom Walker,Cardio Tracks,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance,2024
20695,4VDAAeMGq6AQZi1GzO8SQS,Robin Schulz;Alida,Cardio Tracks,In Your Eyes,3,208222,False,0.57,0.672,8,-5.888,0,0.0716,0.172,1.04e-06,0.0768,0.461,120.018,4,dance,2024
20696,62lmjlPu5Vwd3h18FMSz1G,Wiz Khalifa;Charlie Puth,Give You Love - Cozy Hits,See You Again,2,229525,False,0.69,0.48,10,-7.503,1,0.0816,0.369,0.0,0.0649,0.286,80.025,4,dance,2024
20697,0FtOxBrDP67usYNbqOuy7T,Wiz Khalifa;Charlie Puth,On Chill - Rap & RnB,See You Again,0,229525,False,0.69,0.48,10,-7.503,1,0.0816,0.369,0.0,0.0649,0.286,80.025,4,dance,2024
20698,2nl7FV62VnaIV80DCca2gk,Robin Schulz;Tom Walker,Pop Brandneu,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance,2024
20699,778O8HQJFNDZS8KHMjVU9R,Robin Schulz;Tom Walker,Brandneu Dance,Sun Will Shine,1,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance,2024
20700,60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Hot Pink,Streets,83,226986,True,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4,dance,2024
20701,1IIKrJVP1C9N7iPtG6eOsK,Chris Brown;Young Thug,Slime & B,Go Crazy,78,176960,True,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,4,dance,2024
20702,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,24K Magic,That's What I Like,83,206693,False,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,4,dance,2024
20703,3ebXMykcMXOcLeJ9xZ17XH,Martin Garrix;Dua Lipa,Scared to Be Lonely,Scared to Be Lonely,78,220883,False,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4,dance,2024
20704,6ZANrVuAMp2rpjhfbOuJly,Selena Gomez,Revival (Deluxe),Same Old Love,71,229080,False,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,4,dance,2024
20705,47BBI51FKFwOMlIiX6m8ya,Backstreet Boys,Millennium,I Want It That Way,81,213306,False,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,4,dance,2024
20706,7eQHxigpuDJjCG50JyzU8v,MAX;Ali Gatie,Butterflies,Butterflies,76,191250,False,0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,4,dance,2024
20707,3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Future Nostalgia,Don't Start Now,81,183290,False,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4,dance,2024
20708,0TDLuuLlV54CkRRUOahJb4,David Guetta;Sia,Nothing but the Beat (Ultimate Edition),Titanium (feat. Sia),80,245040,False,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,dance,2024
20709,6T689Jvh5KrSXyaPtUWZtQ,Britney Spears,Femme Fatale (Deluxe Version),Criminal,72,225080,False,0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,4,dance,2024
20710,6wmAHw1szh5RCKSRjiXhPe,Charlie Puth,Voicenotes,How Long,73,200853,False,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4,dance,2024
20711,6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding;Juice WRLD,Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),74,186223,False,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,4,dance,2024
20712,7uoFMmxln0GPXQ0AcCBXRq,Sia,Everyday Is Christmas (Deluxe Edition),Snowman,78,165906,False,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,3,dance,2024
20713,3w9i7F6nze5mODaJstlVWt,Ty Dolla $ign;Musiq Soulchild;Tish Hyman;6LACK,Slow Down Soul,Your Turn,1,319555,True,0.533,0.389,0,-9.175,1,0.0542,0.18,0.0,0.112,0.248,145.894,4,dance,2024
20714,4jp4Z02kzzg8gK0NmDGgml,K-391;Alan Walker;Tungevaag;Mangoo,Play,Play,70,167976,False,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,4,dance,2024
20715,4iLLyEZv9m2koIAjLDA04i,Ty Dolla $ign;The Weeknd;Wiz Khalifa;DJ Mustard,Good Vibes,Or Nah - Remix,2,242922,False,0.793,0.348,1,-8.5,0,0.0855,0.214,0.0,0.0964,0.155,121.919,4,dance,2024
20716,32OlwWuMpZ6b0aN2RZOeMS,Mark Ronson;Bruno Mars,Uptown Special,Uptown Funk (feat. Bruno Mars),83,269666,True,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,dance,2024
20717,0k2GOhqsrxDTAbFFSdNJjT,Sean Paul,The Trinity,Temperature,79,218573,False,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4,dance,2024
20718,1VQIWTMzZUeJM5HmLwaKEp,Ty Dolla $ign;Kehlani,2Step - Pop R'n'B,Universe,3,220138,False,0.596,0.473,9,-9.381,0,0.218,0.0273,0.0,0.203,0.365,157.0,4,dance,2024
20719,5JzX4z7nOrstlzGbwd1hOJ,Ty Dolla $ign;Post Malone,Tic Tac - Just Rap,Spicy,0,143375,True,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4,dance,2024
20720,1PyLgsWqPsYyce2sAYOo7c,Ty Dolla $ign;Kehlani,New RnB,Universe,0,220138,False,0.596,0.473,9,-9.381,0,0.218,0.0273,0.0,0.203,0.365,157.0,4,dance,2024
20721,0EKqoSFmZW4dqaJvlEJtMe,Ty Dolla $ign;Post Malone,Good Vibes,Spicy,3,143375,False,0.785,0.523,7,-5.853,1,0.0489,0.144,0.0,0.117,0.134,100.002,4,dance,2024
20722,1QhGycrwJKEOBKeVFOEPak,Ty Dolla $ign;Post Malone,New Rap 20s,Spicy,0,143375,True,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4,dance,2024
20723,0M7kvopFlauSwmfObUPzAx,Ty Dolla $ign;Kiana Ledé,Holly Jolly Christmas,Alone for Christmas,1,175347,False,0.69,0.745,3,-8.848,1,0.205,0.167,0.0,0.184,0.666,155.992,4,dance,2024
20724,06vqoU6oPRPPkILm8tyBRo,Ty Dolla $ign;The Weeknd;Wiz Khalifa;DJ Mustard,On Chill - Rap & RnB,Or Nah - Remix,0,242983,True,0.804,0.329,1,-8.711,0,0.101,0.22,0.0,0.105,0.214,121.969,4,dance,2024
20725,21NimLGgXhfEbIXsIiPHXy,Ty Dolla $ign;Post Malone,Pushin P - Top Rap,Spicy,2,143375,True,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4,dance,2024
20726,7LMWOSOTxSMxABmkpG2YK3,Ty Dolla $ign;Post Malone,New Rap Icons,Spicy,0,143375,False,0.785,0.523,7,-5.853,1,0.0489,0.144,0.0,0.117,0.134,100.002,4,dance,2024
20727,3ym8ZuRQtZ7rSEbXkT3eJE,Ty Dolla $ign;Jhené Aiko;Mustard,20's R'n'B,By Yourself,0,148927,True,0.771,0.526,1,-6.844,1,0.0718,0.0804,0.0,0.663,0.182,104.036,4,dance,2024
20728,2USlegnFJLrVLpoVfPimKB,Gabry Ponte;LUM!X;Prezioso,Thunder,Thunder,80,160000,False,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,3,dance,2024
20729,6SBiO0ai9ntitAxZvyqpsw,Ty Dolla $ign;Kanye West;FKA twigs;Skrillex,Totally Rap,Ego Death,0,231618,False,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052,4,dance,2024
20730,3G1o1dkJIyY38yfiVDkwNP,Ty Dolla $ign;Kanye West;FKA twigs;Skrillex,20's R'n'B,Ego Death,0,231618,False,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052,4,dance,2024
20731,2VbFMd1gO1oFeT9xrQOCFj,Demi Lovato;Speed Radio,Best Viral Tunes,Cool for the Summer - Sped Up (Nightcore),0,191912,True,0.561,0.599,2,-8.209,0,0.0749,0.00751,0.000701,0.316,0.264,125.874,4,dance,2024
20732,4VFre5iu3eUunkIpsx7h6W,Demi Lovato;Speed Radio,Viral Şarkılar,Cool for the Summer - Sped Up (Nightcore),0,191912,True,0.561,0.599,2,-8.209,0,0.0749,0.00751,0.000701,0.316,0.264,125.874,4,dance,2024
20733,6qWeqJ60UKUr5jET9q5RA3,Robin Schulz;David Guetta,Hot Mix Pop,On Repeat,1,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20734,2Wpr8kAVSHp5RvTXhBWtwp,Demi Lovato,Halloween Party 2022,Dancing With The Devil,2,243992,False,0.392,0.642,0,-5.813,0,0.0431,0.269,0.0,0.11,0.129,75.279,4,dance,2024
20735,0XDo1WmF8c70NuTZcMP2FH,Robin Schulz;David Guetta,WORKOUT MOTIVATION,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20736,20FES5xEM7VH45trvpO3jS,Demi Lovato,Almorzando solo,Cool for the Summer,0,214739,False,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,4,dance,2024
20737,1SacjiJXVYiv3ydALqEchb,Robin Schulz;David Guetta,"#Multiverse, If the Multiverse Is Real",On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20738,046L0dVjGu0cYGKedb1Ho5,Demi Lovato,Queda poco para la PAES,Cool for the Summer,0,214739,False,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,4,dance,2024
20739,2IUKSarmdxH3JeiSa2UZx2,Demi Lovato,Concierto en la ducha,Sorry Not Sorry,0,203760,True,0.705,0.643,11,-6.929,0,0.232,0.0242,0.0,0.262,0.884,143.944,4,dance,2024
20740,0L2qDAiaEd5llRVzQjr4oL,Demi Lovato,Fiesta de disfraces vol. II,Cool for the Summer,0,214739,False,0.581,0.609,10,-5.6,0,0.0357,0.00366,0.000145,0.13,0.312,114.05,4,dance,2024
20741,7aIEY85BK4Y9LQwT0MXz2V,Robin Schulz;David Guetta,EDM Hits,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20742,0qXBEvyDJ9bSPKRXJ0pMxy,Robin Schulz;David Guetta,Pop Hits Now,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20743,3RP5k1fpIeAoRIXI3NRbvu,Demi Lovato,Halloween Party 2022,Dancing With The Devil,0,243992,False,0.392,0.642,0,-5.813,0,0.0431,0.269,0.0,0.11,0.129,75.279,4,dance,2024
20744,2iZH4DDQr3vpfCLHqbxClj,Robin Schulz;David Guetta,Today's Party Hits,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20745,1oPVaIIa8AFAN8XWBqleuF,Robin Schulz;David Guetta,Brandneu Dance,On Repeat,1,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20746,5JDmVwlWTzbwpxm1Qx9oFh,Robin Schulz;David Guetta,From The Ashes - New Beats,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,2024
20747,0fsnKLCITu2idEAz14vlWZ,Kygo;Avicii;Sandro Cavazza,pov: it's 2020,Forever Yours - Avicii Tribute,0,193846,False,0.53,0.612,10,-8.794,1,0.0518,0.253,0.0,0.246,0.433,119.255,4,dance,2024
20748,3Jzv8kj8UoP9ntmEBDab65,Robin Schulz;Francesco Yates,Summer Music Festival Hits,Sugar,0,219043,False,0.635,0.813,5,-5.098,0,0.0578,0.0187,0.0,0.163,0.641,123.065,4,dance,2024
20749,0mhMSxIx2XnXCF7PDLjUGG,Ty Dolla $ign;Lil Wayne;The-Dream,Rap Ice,Love U Better,0,181872,False,0.627,0.562,10,-6.268,0,0.0364,0.0628,0.0,0.31,0.389,95.054,4,dance,2024
20750,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,82,220734,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,dance,2024
20751,6uBhi9gBXWjanegOb2Phh0,Zedd;Alessia Cara,Stay,Stay,76,210090,False,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4,dance,2024
20752,6f5ExP43esnvdKPddwKXJH,NEIKED;Mae Muller;Polo G,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),82,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,dance,2024
20753,3MEYFivt6bilQ9q9mFWZ4g,Marshmello,Alone,Alone,73,273802,False,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4,dance,2024
20754,6l0Ky2PycJV1Bz88kFeVGL,Hailee Steinfeld;BloodPop®,Fifty Shades Freed (Original Motion Picture Soundtrack),Capital Letters,70,219373,False,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,4,dance,2024
20755,1x5sYLZiu9r5E43kMlt9f8,Clean Bandit;Zara Larsson,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),75,212459,False,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4,dance,2024
20756,76FZM38RC8XaAjJ77CVTNe,Ariana Grande,Dangerous Woman,Into You,76,244453,False,0.623,0.734,9,-5.95,1,0.107,0.0162,1.9e-06,0.145,0.372,107.853,4,dance,2024
20757,1oew3nFNY3vMacJAsvry0S,Rixton,Let The Road,Me And My Broken Heart,79,193733,False,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,4,dance,2024
20758,6b3b7lILUJqXcp6w9wNQSm,Sia;Sean Paul,Cheap Thrills (feat. Sean Paul),Cheap Thrills (feat. Sean Paul),69,224813,False,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,4,dance,2024
20759,6LXIhiXK8z1KLd3giR904b,Charlie Puth,Smells Like Me,Smells Like Me,74,204079,False,0.602,0.565,11,-6.498,1,0.0498,0.329,0.0,0.0622,0.609,208.038,4,dance,2024
20760,017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Future Nostalgia,Break My Heart,78,221820,False,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,dance,2024
